,title_name,match_id,match_id_platform,platform_name,program_type,target,pred_day,prediction,smape,mae,fold
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347,7,2.538081883402133,0.2223248504332516,0.507827354767433,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347,8,2.2330315787758295,0.09512711323251731,0.20277705014112968,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347,9,2.207375004790428,0.08359412957581869,0.17712047615572812,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347,10,1.9858979545185471,0.022089088650003898,0.04435657411615268,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347,11,1.7210431111109747,0.16485570979363215,0.30921141752372505,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347,12,1.890663702746705,0.07120313031308209,0.13959082588799476,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347,13,1.987858872818155,0.021102269438794608,0.04239565581654481,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,14,1.8825788001767274,0.07548275944727327,0.14767572845797328,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,15,1.8040684273193,0.11797968189621336,0.22618610131540073,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,16,1.7939708231275069,0.12357206167168679,0.2362837055071938,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,17,1.9252800943339352,0.05307724204521409,0.10497443430076547,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,18,1.9345904920856072,0.04825612907901952,0.0956640365490935,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,19,1.923554422159003,0.05397332435816262,0.10670010647569761,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,20,1.9508857204640215,0.039872399968148425,0.07936880817067915,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,21,1.9759542061850293,0.027108084497806287,0.05430032244967142,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,22,1.9461534388712467,0.04230003080705184,0.08410108976345398,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,23,1.9274158698662953,0.05196928920981214,0.10283865876840537,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,24,2.038879602388546,0.0042392673606344005,0.008625073753845136,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,25,2.034561681877018,0.0021192364029541766,0.004307153242317341,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,26,2.0168366931729054,0.006630853977045928,0.013417835461795313,1.0
4732,The Shop: Uninterrupted S4,GXRZd8AUueK5TwgEAAAKq-4,1-GXRZd8AUueK5TwgEAAAKq-4,1,1,2.0302545286347007,27,2.017848688127729,0.006129211555476926,0.0124058405069718,1.0
4735,A Black Lady Sketch Show S2,GXRt2ogky7r29bAEAAAGe-2,1-GXRt2ogky7r29bAEAAAGe-2,1,1,1.6866444853824436,-27,1.1283806327155617,0.39663152493934223,0.5582638526668819,0.0
4735,A Black Lady Sketch Show S2,GXRt2ogky7r29bAEAAAGe-2,1-GXRt2ogky7r29bAEAAAGe-2,1,1,1.6866444853824436,-26,1.2219846497288267,0.3195043534732669,0.4646598356536169,0.0
4735,A Black Lady Sketch Show S2,GXRt2ogky7r29bAEAAAGe-2,1-GXRt2ogky7r29bAEAAAGe-2,1,1,1.6866444853824436,-25,1.2259586074598279,0.31633962008400823,0.4606858779226157,0.0
4735,A Black Lady Sketch Show S2,GXRt2ogky7r29bAEAAAGe-2,1-GXRt2ogky7r29bAEAAAGe-2,1,1,1.6866444853824436,-24,1.1924803821925634,0.34327382515097277,0.49416410318988024,0.0
4735,A Black Lady Sketch Show S2,GXRt2ogky7r29bAEAAAGe-2,1-GXRt2ogky7r29bAEAAAGe-2,1,1,1.6866444853824436,-23,1.1883572277167465,0.34663440748252927,0.49828725766569715,0.0
4735,A Black Lady Sketch Show S2,GXRt2ogky7r29bAEAAAGe-2,1-GXRt2ogky7r29bAEAAAGe-2,1,1,1.6866444853824436,-22,1.207179556732194,0.331371169547603,0.4794649286502497,0.0
