,title_name,match_id,match_id_platform,platform_name,program_type,pred_day,prediction
4402,Company Business,GX7aSIwhMI4RboQEAAAA4,1-GX7aSIwhMI4RboQEAAAA4,1,0,-4,1.2100489916175603
4402,Company Business,GX7aSIwhMI4RboQEAAAA4,1-GX7aSIwhMI4RboQEAAAA4,1,0,-3,1.2081639117310212
4402,Company Business,GX7aSIwhMI4RboQEAAAA4,1-GX7aSIwhMI4RboQEAAAA4,1,0,-2,1.2079050750310252
4402,Company Business,GX7aSIwhMI4RboQEAAAA4,1-GX7aSIwhMI4RboQEAAAA4,1,0,-1,1.2076946354271134
4402,Company Business,GX7aSIwhMI4RboQEAAAA4,1-GX7aSIwhMI4RboQEAAAA4,1,0,0,1.2073083498843877
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-27,1.5286800665717237
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-26,1.31889760473732
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-25,1.314813653179975
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-24,1.3133322246907881
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-23,1.305304182588944
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-22,1.3057065107234105
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-21,1.303055489160827
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-20,1.302930001726105
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-19,1.287000817422628
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-18,1.2890676141031872
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-17,1.2841599446803347
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-16,1.2852441752644677
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-15,1.281297400723148
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-14,1.279715621449329
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-13,1.279451605027895
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-12,1.2776625753231134
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-11,1.2774350836443045
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-10,1.2773449518600408
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-9,1.2773639146939062
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-8,1.2763405357653936
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-7,1.2638195031458643
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-6,1.2629598749987285
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-5,1.262653441377914
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-4,1.2623087219371254
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-3,1.2603526785617003
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-2,1.2600207123185179
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,-1,1.2597434310349127
8144,Cry Wolf,GYDkwJwHx8a-NwgEAAAB0,1-GYDkwJwHx8a-NwgEAAAB0,1,0,0,1.2592372854359468
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-27,2.7800398071744894
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-26,3.18658607406485
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-25,3.1856181031283457
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-24,3.156961191997307
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-23,3.1244433963431444
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-22,3.1327817972273593
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-21,3.1297514818668013
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-20,3.1252938132399506
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-19,3.0601149117196194
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-18,3.050960073774605
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-17,3.0426719597003062
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-16,3.0349286227820476
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-15,3.0126086602829902
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-14,3.0072830843143783
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-13,3.006423679235067
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-12,3.0108381602025633
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-11,3.0099232858900486
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-10,3.017195895738237
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-9,3.0107769457512896
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-8,3.0085496455070495
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-7,2.970144880105705
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-6,2.9647710670432668
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-5,2.9632906123220257
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-4,2.9614255204928317
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-3,2.9624122549447574
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-2,2.960008764668269
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,-1,2.9577032109774284
2981,Curb Your Enthusiasm S11,GVU2bygQ1go7DwvwIAT3r-11,1-GVU2bygQ1go7DwvwIAT3r-11,1,1,0,2.9535767881527097
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-27,1.4931741451737253
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-26,1.270991967025418
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-25,1.2669244670834887
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-24,1.2655009594537643
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-23,1.2572911547986423
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-22,1.2578832339207762
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-21,1.2553204257778834
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-20,1.255184902135698
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-19,1.2394876840614015
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-18,1.241488178436656
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-17,1.2365751670869702
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-16,1.2376209722201932
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-15,1.2335545521161895
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-14,1.2319339617591176
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-13,1.2316993648364185
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-12,1.2299795495309058
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-11,1.229779093509877
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-10,1.2298003051669513
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-9,1.2298162459673594
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-8,1.2287943985376955
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-7,1.2160042159615472
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-6,1.2151417453048858
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-5,1.2148742261446133
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-4,1.2145817233289515
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-3,1.2126904884459275
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-2,1.212425308877389
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,-1,1.212209071780851
9534,Cymbeline,GYVt-6g606IBNhAEAAAAN,1-GYVt-6g606IBNhAEAAAAN,1,0,0,1.2118123902128393
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-27,1.9491971244701745
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-26,1.8862716379732558
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-25,1.8819928404679702
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-24,1.8798254219114034
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-23,1.8739500983176591
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-22,1.8721050963188595
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-21,1.8684093124671959
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-20,1.8684026896124828
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-19,1.8497261957790432
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-18,1.8525782488129388
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-17,1.8477338469034263
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-16,1.8492731722134128
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-15,1.8467434289173004
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-14,1.845621311635074
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-13,1.8450088631615873
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-12,1.8424000874989814
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-11,1.8418523969682505
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-10,1.8404435607390939
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-9,1.8404983152541212
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-8,1.8394567979035004
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-7,1.8301234630942078
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-6,1.8292975004230114
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-5,1.8285301804538774
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-4,1.8275670294752742
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-3,1.8248434218323055
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-2,1.8237204625709884
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,-1,1.8227201998539717
9504,Dawson's Creek S1,GYVd9sQ3XhzStpwEAAAAC-1,1-GYVd9sQ3XhzStpwEAAAAC-1,1,0,0,1.8209176087487313
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-27,1.9491971244701745
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-26,1.8862716379732558
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-25,1.8819928404679702
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-24,1.8798254219114034
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-23,1.8739500983176591
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-22,1.8721050963188595
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-21,1.8684093124671959
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-20,1.8684026896124828
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-19,1.8497261957790432
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-18,1.8525782488129388
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-17,1.8477338469034263
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-16,1.8492731722134128
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-15,1.8467434289173004
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-14,1.845621311635074
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-13,1.8450088631615873
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-12,1.8424000874989814
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-11,1.8418523969682505
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-10,1.8404435607390939
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-9,1.8404983152541212
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-8,1.8394567979035004
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-7,1.8301234630942078
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-6,1.8292975004230114
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-5,1.8285301804538774
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-4,1.8275670294752742
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-3,1.8248434218323055
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-2,1.8237204625709884
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,-1,1.8227201998539717
9505,Dawson's Creek S2,GYVd9sQ3XhzStpwEAAAAC-2,1-GYVd9sQ3XhzStpwEAAAAC-2,1,0,0,1.8209176087487313
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-27,1.9491971244701745
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-26,1.8862716379732558
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-25,1.8819928404679702
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-24,1.8798254219114034
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-23,1.8739500983176591
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-22,1.8721050963188595
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-21,1.8684093124671959
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-20,1.8684026896124828
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-19,1.8497261957790432
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-18,1.8525782488129388
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-17,1.8477338469034263
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-16,1.8492731722134128
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-15,1.8467434289173004
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-14,1.845621311635074
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-13,1.8450088631615873
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-12,1.8424000874989814
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-11,1.8418523969682505
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-10,1.8404435607390939
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-9,1.8404983152541212
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-8,1.8394567979035004
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-7,1.8301234630942078
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-6,1.8292975004230114
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-5,1.8285301804538774
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-4,1.8275670294752742
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-3,1.8248434218323055
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-2,1.8237204625709884
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,-1,1.8227201998539717
9506,Dawson's Creek S3,GYVd9sQ3XhzStpwEAAAAC-3,1-GYVd9sQ3XhzStpwEAAAAC-3,1,0,0,1.8209176087487313
9507,Dawson's Creek S4,GYVd9sQ3XhzStpwEAAAAC-4,1-GYVd9sQ3XhzStpwEAAAAC-4,1,0,-27,1.9491971244701745
9507,Dawson's Creek S4,GYVd9sQ3XhzStpwEAAAAC-4,1-GYVd9sQ3XhzStpwEAAAAC-4,1,0,-26,1.8862716379732558
9507,Dawson's Creek S4,GYVd9sQ3XhzStpwEAAAAC-4,1-GYVd9sQ3XhzStpwEAAAAC-4,1,0,-25,1.8819928404679702
9507,Dawson's Creek S4,GYVd9sQ3XhzStpwEAAAAC-4,1-GYVd9sQ3XhzStpwEAAAAC-4,1,0,-24,1.8798254219114034
9507,Dawson's Creek S4,GYVd9sQ3XhzStpwEAAAAC-4,1-GYVd9sQ3XhzStpwEAAAAC-4,1,0,-23,1.8739500983176591
9507,Dawson's Creek S4,GYVd9sQ3XhzStpwEAAAAC-4,1-GYVd9sQ3XhzStpwEAAAAC-4,1,0,-22,1.8721050963188595
9507,Dawson's Creek S4,GYVd9sQ3XhzStpwEAAAAC-4,1-GYVd9sQ3XhzStpwEAAAAC-4,1,0,-21,1.8684093124671959
9507,Dawson's Creek S4,GYVd9sQ3XhzStpwEAAAAC-4,1-GYVd9sQ3XhzStpwEAAAAC-4,1,0,-20,1.8684026896124828
